image,line_num,line_pos,text,auto_label,corrected_label
d3ea7b5713c52c5039436052bb84d918.jpg,0,0.0,ASIAN FAMILY MARKET,header,header
d3ea7b5713c52c5039436052bb84d918.jpg,1,0.037,"14515 NE 20th St,",header,header
d3ea7b5713c52c5039436052bb84d918.jpg,2,0.074,"Bellevue, WA 98007",header,header
d3ea7b5713c52c5039436052bb84d918.jpg,3,0.111,425-643-8558,header,header
d3ea7b5713c52c5039436052bb84d918.jpg,4,0.148,WWW.ASIANFAMILYMKT.COM,header,header
d3ea7b5713c52c5039436052bb84d918.jpg,5,0.185,3/4/2026 17:28:46,date,date
d3ea7b5713c52c5039436052bb84d918.jpg,6,0.222,STORE#001 REGISTER#010 CASHIER:AIHONG,noise,noise
d3ea7b5713c52c5039436052bb84d918.jpg,7,0.259,Inv#:00232214 Trs#:234830,noise,noise
d3ea7b5713c52c5039436052bb84d918.jpg,8,0.296,0007438002030 $2.99 F,item,item
d3ea7b5713c52c5039436052bb84d918.jpg,9,0.333,CHILI OIL 33ml,item,item
d3ea7b5713c52c5039436052bb84d918.jpg,10,0.37,0692129433802 $1.39 T1F,item,item
d3ea7b5713c52c5039436052bb84d918.jpg,11,0.407,ICE TEA 500ml,item,item
d3ea7b5713c52c5039436052bb84d918.jpg,12,0.444,TOTAL ITEMS 2,noise,noise
d3ea7b5713c52c5039436052bb84d918.jpg,13,0.481,Net Sales $4.38,metadata,noise
d3ea7b5713c52c5039436052bb84d918.jpg,14,0.519,Tax 1 [$1.39] $0.14,metadata,noise
d3ea7b5713c52c5039436052bb84d918.jpg,15,0.556,TOTAL SALES $4.52,metadata,noise
d3ea7b5713c52c5039436052bb84d918.jpg,16,0.593,SUB TOTAL $4.52,metadata,noise
d3ea7b5713c52c5039436052bb84d918.jpg,17,0.63,Visa $4.52,noise,noise
d3ea7b5713c52c5039436052bb84d918.jpg,18,0.667,# ************4527,noise,noise
d3ea7b5713c52c5039436052bb84d918.jpg,19,0.704,Change $0.00,noise,noise
d3ea7b5713c52c5039436052bb84d918.jpg,20,0.741,MID: 0850875,noise,noise
d3ea7b5713c52c5039436052bb84d918.jpg,21,0.778,TID: 8901,noise,noise
d3ea7b5713c52c5039436052bb84d918.jpg,22,0.815,RRN: 107712,noise,noise
d3ea7b5713c52c5039436052bb84d918.jpg,23,0.852,SALE,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,0,0.0,H MART,header,header
d4cc098e482246f96dc175ed895a14d7.jpg,1,0.029,"7589 170th Ave NE, Redmond, WA, 98052",header,header
d4cc098e482246f96dc175ed895a14d7.jpg,2,0.057,206-900-6846,header,header
d4cc098e482246f96dc175ed895a14d7.jpg,3,0.086,"Jan 31, 2026 18:27:28",date,date
d4cc098e482246f96dc175ed895a14d7.jpg,4,0.114,Nazim(02),noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,5,0.143,Qty Description U/Price Amount,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,6,0.171,1 FZ.THIN WRAP KIMCHI DPLNG 7.98 7.98,item,item
d4cc098e482246f96dc175ed895a14d7.jpg,7,0.2,# Promotion Item - Reg. $15.49/EA,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,8,0.229,1 HS TTEOKBOKKI WHEAT RICE 4.49 4.49,item,item
d4cc098e482246f96dc175ed895a14d7.jpg,9,0.257,1 WELSH ONION 1.99 1.99,item,item
d4cc098e482246f96dc175ed895a14d7.jpg,10,0.286,1 HOT POT SOUP BASE-TOMATO 5.99 5.99,item,item
d4cc098e482246f96dc175ed895a14d7.jpg,11,0.314,1 SS POTATO SUJEBI 3.48 3.48,item,item
d4cc098e482246f96dc175ed895a14d7.jpg,12,0.343,# Promotion Item - Reg. $5.99/EA,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,13,0.371,1 BEEF SHORT PLATE SHABU 15.55 15.55,item,item
d4cc098e482246f96dc175ed895a14d7.jpg,14,0.4,1 KEWPIE MAYONNAISE 4.98 4.98,item,item
d4cc098e482246f96dc175ed895a14d7.jpg,15,0.429,# Promotion Item - Reg. $5.99/EA,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,16,0.457,1 LITTLE NAPA 2.79 2.79,item,item
d4cc098e482246f96dc175ed895a14d7.jpg,17,0.486,Total 8 Items,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,18,0.514,Sub Total: 47.25,metadata,noise
d4cc098e482246f96dc175ed895a14d7.jpg,19,0.543,TAX1: 0.00,metadata,noise
d4cc098e482246f96dc175ed895a14d7.jpg,20,0.571,Total Due: 47.25,metadata,noise
d4cc098e482246f96dc175ed895a14d7.jpg,21,0.6,Visa: 47.25,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,22,0.629,Change Due: 0.00,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,23,0.657,CREDIT CARD,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,24,0.686,SALE,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,25,0.714,.VISA ************4627,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,26,0.743,.ENTRY LEGEND/MODE: CHIP READ/CONTACTLESS,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,27,0.771,.DATE: 01/31/2026 TIME: 18:27:21,date,date
d4cc098e482246f96dc175ed895a14d7.jpg,28,0.8,.INVOICE: 8502260012779,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,29,0.829,.REFERENCE: 602260012779,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,30,0.857,.AUTH CODE: 01831D,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,31,0.886,.AMOUNT USD$ 47.26,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,32,0.914,.TOTAL USD$ 47.25,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,33,0.943,APPROVED - THANK YOU,noise,noise
d4cc098e482246f96dc175ed895a14d7.jpg,34,1.0,.APPLICATION LABEL: VISA CREDIT,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,0,0.0,Bellevue 4th St and 116th Ave - 425-362-1530,header,header
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,1,0.038,272 116th Ave NE,header,header
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,2,0.077,"Bellevue, Washington 98004-5213",header,header
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,3,0.115,01/23/2026 09:22 PM,date,date
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,4,0.154,GROCERY,header,header
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,5,0.192,284060038 LACTAID 64OZ NF $4.59,item,item
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,6,0.231,226100060 FOSTER FARM NF $2.42,item,item
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,7,0.269,Regular Price $2.79,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,8,0.308,LAUNDRY CLEANING AND CLOSET,header,header
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,9,0.346,253020081 up&up T $1.99,item,item
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,10,0.385,Regular Price $3.99,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,11,0.423,SUBTOTAL $9.00,metadata,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,12,0.462,T = WA TAX 10.30000 on $1.94 $0.20,metadata,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,13,0.5,TOTAL $9.20,metadata,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,14,0.538,Reusable Bag Discount $0.05,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,15,0.577,*4527 VISA CHARGE $9.15,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,16,0.615,AID: A0000000031010,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,17,0.654,VISA CREDIT,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,18,0.692,AUTH CODE: 09844D,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,19,0.731,WHEN YOU RETURN ANY ITEM YOUR,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,20,0.769,YOUR TOTAL SAVINGS THIS TRIP:,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,21,0.808,$0.37,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,22,0.846,REC#2-6023-3275-0163-6757-6,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,23,0.885,Help make your Target Run better.,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,24,0.923,informtarget.com,noise,noise
f116e6f7d5d1a1dddfdef4406c49ec9a.jpg,25,1.0,Please take this survey within 7 days,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,0,0.0,Bellevue 4th St and 116th Ave - 425-362-1530,header,header
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,1,0.042,272 116th Ave NE,header,header
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,2,0.083,"Bellevue, Washington 98004-5213",header,header
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,3,0.125,02/27/2026 09:32 AM,date,date
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,4,0.167,GROCERY,header,header
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,5,0.208,284043755 TROPICANA NF $4.69,item,item
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,6,0.25,HEALTH AND BEAUTY,header,header
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,7,0.292,049099218 Colgate T $4.24,item,item
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,8,0.333,Regular Price $8.49,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,9,0.375,SUBTOTAL $8.93,metadata,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,10,0.417,T = WA TAX 10.30000 on $4.19 $0.43,metadata,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,11,0.458,TOTAL $9.36,metadata,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,12,0.5,Reusable Bag Discount $0.05,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,13,0.542,*4527 VISA CHARGE $9.31,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,14,0.583,AID: A0000000031010,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,15,0.625,VISA CREDIT,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,16,0.667,AUTH CODE: 06557D,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,17,0.708,WHEN YOU RETURN ANY ITEM YOUR,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,18,0.75,REC#2-6058-3275-0160-5808-0,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,19,0.792,Help make your Target Run better.,noise,noise
1a8b602af7a1de4c4dcbd35cd6d87326.jpg,20,0.833,informtarget.com,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,0,0.0,Bellevue 4th St and 116th Ave - 425-362-1530,header,header
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,1,0.04,272 116th Ave NE,header,header
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,2,0.08,"Bellevue, Washington 98004-5213",header,header
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,3,0.12,02/13/2026 02:14 PM,date,date
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,4,0.16,GROCERY,header,header
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,5,0.2,284050252 GG CREAM NF $2.99,item,item
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,6,0.24,261050447 GHIRARDELLI NF $6.65,item,item
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,7,0.28,Regular Price $7.39,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,8,0.32,SUBTOTAL $9.64,metadata,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,9,0.36,NO TAX $0.00,metadata,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,10,0.4,TOTAL $9.64,metadata,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,11,0.44,Reusable Bag Discount $0.05,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,12,0.48,*4527 VISA CHARGE $9.59,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,13,0.52,AID: A0000000031010,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,14,0.56,VISA CREDIT,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,15,0.6,AUTH CODE: 02471D,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,16,0.64,WHEN YOU RETURN ANY ITEM YOUR,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,17,0.68,YOUR TOTAL SAVINGS THIS TRIP:,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,18,0.72,$0.74,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,19,0.76,REC#2-6044-3275-0160-2191-4,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,20,0.8,Help make your Target Run better.,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,21,0.84,informtarget.com,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,22,0.88,User ID: 7395 5672 5983,noise,noise
5fbd37e22b690194ecb0bde2cd16a8f7.jpg,23,0.92,Password: 978 086,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,0,0.0,UWAJIMAYA,header,header
12d4fb5658c7a04ba71cb7b6b71804be.jpg,1,0.024,UWAJIMAYA BELLEVUE,header,header
12d4fb5658c7a04ba71cb7b6b71804be.jpg,2,0.049,699 120th AVE NE,header,header
12d4fb5658c7a04ba71cb7b6b71804be.jpg,3,0.073,BELLEVUE WA 98005,header,header
12d4fb5658c7a04ba71cb7b6b71804be.jpg,4,0.098,Phone: (425)747-9012,header,header
12d4fb5658c7a04ba71cb7b6b71804be.jpg,5,0.122,WWW.UWAJIMAYA.COM,header,header
12d4fb5658c7a04ba71cb7b6b71804be.jpg,6,0.146,OPEN DAILY: 9:00 AM - 9:00 PM,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,7,0.171,NOW HIRING,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,8,0.195,WWW.UWAJIMAYA.COM/CAREERS,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,9,0.22,PRODUCE,header,header
12d4fb5658c7a04ba71cb7b6b71804be.jpg,10,0.244,ORG GINGER .17 F,item,item
12d4fb5658c7a04ba71cb7b6b71804be.jpg,11,0.268,94612 0.04lb @ 4.29 /lb,weight,weight
12d4fb5658c7a04ba71cb7b6b71804be.jpg,12,0.293,ORG GREEN ONIONS 2.49 F,item,item
12d4fb5658c7a04ba71cb7b6b71804be.jpg,13,0.317,94068,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,14,0.341,MEAT,header,header
12d4fb5658c7a04ba71cb7b6b71804be.jpg,15,0.366,GROUND PORK 2.06 F,item,item
12d4fb5658c7a04ba71cb7b6b71804be.jpg,16,0.39,25113000000,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,17,0.415,SUBTOTAL 3 4.72,metadata,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,18,0.439,TOTAL 4.72,metadata,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,19,0.463,DUE 4.72,metadata,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,20,0.488,*VISA* 4.72,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,21,0.512,EPS Response Desc APPROVED,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,22,0.537,02/10/2026 13:35:02,date,date
12d4fb5658c7a04ba71cb7b6b71804be.jpg,23,0.561,VISA CREDIT Entry Method:Cntctless,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,24,0.585,CARD #: XXXXXXXXXXXX5366,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,25,0.61,PURCHASE - APPROVED,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,26,0.634,AUTH CODE:02690D,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,27,0.659,Mode: Issuer,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,28,0.683,AID: A0000000031010,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,29,0.707,TVR: 0000000000,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,30,0.732,IAD: 1F420131A000000001003027300000,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,31,0.756,TSI: 0000 ARC: 00,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,32,0.78,TC: 95305A22C5D5CD43,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,33,0.805,MID: 000000 TID: 001 RRN: 643281,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,34,0.829,Total: USD$ 4.72,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,35,0.854,CHANGE DUE .00,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,36,0.878,THANK YOU,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,37,0.902,FOR SHOPPING!,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,38,0.927,RESTROOM CODE: 1234,noise,noise
12d4fb5658c7a04ba71cb7b6b71804be.jpg,39,0.951,02/10/2026 64 201 1:35 PM,date,date
12d4fb5658c7a04ba71cb7b6b71804be.jpg,40,1.0,64-343680,noise,noise
